"state_uv","state_abr","fips_uv","county_name","uv_whm2"
"Louisiana","LA","22087","St. Bernard",4524.88
"Louisiana","LA","22089","St. Charles",4533.58
"Louisiana","LA","22091","St. Helena",4510.18
"Louisiana","LA","22093","St. James",4519.25
"Louisiana","LA","22095","St. John the Baptist",4524.42
"Louisiana","LA","22097","St. Landry",4541.33
"Louisiana","LA","22099","St. Martin",4523.59
"Louisiana","LA","22101","St. Mary",4525.02
"Louisiana","LA","22103","St. Tammany",4517.44
"Louisiana","LA","22105","Tangipahoa",4516.45
"Louisiana","LA","22107","Tensas",4571.59
"Louisiana","LA","22109","Terrebonne",4533.35
"Louisiana","LA","22111","Union",4583.14
"Louisiana","LA","22113","Vermilion",4552.1
"Louisiana","LA","22115","Vernon",4596.04
"Louisiana","LA","22117","Washington",4513.21
"Louisiana","LA","22119","Webster",4599.55
"Louisiana","LA","22121","West Baton Rouge",4506.31
"Louisiana","LA","22123","West Carroll",4585.13
"Louisiana","LA","22125","West Feliciana",4516.71
"Louisiana","LA","22127","Winn",4586.43
"Maine","ME","23001","Androscoggin",3849.99
"Maine","ME","23003","Aroostook",3582.51
"Maine","ME","23005","Cumberland",3874.23
"Maine","ME","23007","Franklin",3747.4
"Maine","ME","23009","Hancock",3762.06
"Maine","ME","23011","Kennebec",3825.9
"Maine","ME","23013","Knox",3832.34
"Maine","ME","23015","Lincoln",3848.63
"Maine","ME","23017","Oxford",3797.77
"Maine","ME","23019","Penobscot",3706.85
"Maine","ME","23021","Piscataquis",3665.3
"Maine","ME","23023","Sagadahoc",3863.22
"Maine","ME","23025","Somerset",3705.47
"Maine","ME","23027","Waldo",3800.73
"Maine","ME","23029","Washington",3714.76
"Maine","ME","23031","York",3892.59
"Maryland","MD","24001","Allegany",3893.59
"Maryland","MD","24003","Anne Arundel",4083.18
"Maryland","MD","24005","Baltimore",4025.21
"Maryland","MD","24009","Calvert",4121.21
"Maryland","MD","24011","Caroline",4095.4
"Maryland","MD","24013","Carroll",4007.43
"Maryland","MD","24015","Cecil",4032.27
"Maryland","MD","24017","Charles",4134.64
"Maryland","MD","24019","Dorchester",4118.75
"Maryland","MD","24021","Frederick",4017.77
"Maryland","MD","24023","Garrett",3807.25
"Maryland","MD","24025","Harford",4021.49
"Maryland","MD","24027","Howard",4050.7
"Maryland","MD","24029","Kent",4066.86
"Maryland","MD","24031","Montgomery",4068.84
"Maryland","MD","24033","Prince George's",4102.33
"Maryland","MD","24035","Queen Anne's",4080.75
"Maryland","MD","24037","St. Mary's",4138.2
"Maryland","MD","24039","Somerset",4131.36
"Maryland","MD","24041","Talbot",4102.09
"Maryland","MD","24043","Washington",3983.46
"Maryland","MD","24045","Wicomico",4119.28
"Maryland","MD","24047","Worcester",4122.51
"Maryland","MD","24510","Baltimore",4049.42
"Massachusetts","MA","25001","Barnstable",3922.96
"Massachusetts","MA","25003","Berkshire",3770.95
"Massachusetts","MA","25005","Bristol",3898.46
"Massachusetts","MA","25007","Dukes",3917.36
"Massachusetts","MA","25009","Essex",3913.07
"Massachusetts","MA","25011","Franklin",3808.47
"Massachusetts","MA","25013","Hampden",3811.95
"Massachusetts","MA","25015","Hampshire",3806.77
"Massachusetts","MA","25017","Middlesex",3894.28
"Massachusetts","MA","25019","Nantucket",3934.55
"Massachusetts","MA","25021","Norfolk",3896.66
"Massachusetts","MA","25023","Plymouth",3910.54
"Massachusetts","MA","25025","Suffolk",3907.68
"Massachusetts","MA","25027","Worcester",3853.49
"Michigan","MI","26001","Alcona",3703.78
"Michigan","MI","26003","Alger",3608.34
"Michigan","MI","26005","Allegan",3808.06
"Michigan","MI","26007","Alpena",3705.93
"Michigan","MI","26009","Antrim",3652.05
"Michigan","MI","26011","Arenac",3705.95
"Michigan","MI","26013","Baraga",3591.08
"Michigan","MI","26015","Barry",3788.98
"Michigan","MI","26017","Bay",3713.53
"Michigan","MI","26019","Benzie",3684.36
"Michigan","MI","26021","Berrien",3819.38
"Michigan","MI","26023","Branch",3812.38
"Michigan","MI","26025","Calhoun",3797.25
"Michigan","MI","26027","Cass",3808.64
"Michigan","MI","26029","Charlevoix",3653.48
"Michigan","MI","26031","Cheboygan",3672.23
"Michigan","MI","26033","Chippewa",3653.54
"Michigan","MI","26035","Clare",3694.97
"Michigan","MI","26037","Clinton",3754.36
"Michigan","MI","26039","Crawford",3665.16
"Michigan","MI","26041","Delta",3642.26
"Michigan","MI","26043","Dickinson",3642.95
"Michigan","MI","26045","Eaton",3777.99
"Michigan","MI","26047","Emmet",3654.44
"Michigan","MI","26049","Genesee",3732.3
"Michigan","MI","26051","Gladwin",3701.27
"Michigan","MI","26053","Gogebic",3640.46
"Michigan","MI","26055","Grand Traverse",3663.19
"Michigan","MI","26057","Gratiot",3735.85
"Michigan","MI","26059","Hillsdale",3819.72
"Michigan","MI","26061","Houghton",3587.48
"Michigan","MI","26063","Huron",3715.84
"Michigan","MI","26065","Ingham",3769.71
"Michigan","MI","26067","Ionia",3769.42
"Michigan","MI","26069","Iosco",3705.43
"Michigan","MI","26071","Iron",3627.56
"Michigan","MI","26073","Isabella",3720.27
"Michigan","MI","26075","Jackson",3796.73
"Michigan","MI","26077","Kalamazoo",3800.67
"Michigan","MI","26079","Kalkaska",3656.79
"Michigan","MI","26081","Kent",3784.28
"Michigan","MI","26083","Keweenaw",3536.97
"Michigan","MI","26085","Lake",3723.75
"Michigan","MI","26087","Lapeer",3728.26
"Michigan","MI","26089","Leelanau",3660.96
"Michigan","MI","26091","Lenawee",3835.31
"Michigan","MI","26093","Livingston",3763.03
"Michigan","MI","26095","Luce",3617.92
"Michigan","MI","26097","Mackinac",3642.18
"Michigan","MI","26099","Macomb",3754.96
"Michigan","MI","26101","Manistee",3710.74
"Michigan","MI","26103","Marquette",3602.1
"Michigan","MI","26105","Mason",3754.36
"Michigan","MI","26107","Mecosta",3731.01
"Michigan","MI","26109","Menominee",3683.38
"Michigan","MI","26111","Midland",3717.12
"Michigan","MI","26113","Missaukee",3671.38
"Michigan","MI","26115","Monroe",3831.75
"Michigan","MI","26117","Montcalm",3749.49
"Michigan","MI","26119","Montmorency",3684.44
"Michigan","MI","26121","Muskegon",3804.2
"Michigan","MI","26123","Newaygo",3762.44
"Michigan","MI","26125","Oakland",3753.45
"Michigan","MI","26127","Oceana",3783.09
"Michigan","MI","26129","Ogemaw",3688.65
"Michigan","MI","26131","Ontonagon",3619.46
"Michigan","MI","26133","Osceola",3698.96
"Michigan","MI","26135","Oscoda",3681.64
"Michigan","MI","26137","Otsego",3658.95
"Michigan","MI","26139","Ottawa",3809.26
"Michigan","MI","26141","Presque Isle",3694.33
"Michigan","MI","26143","Roscommon",3676.51
"Michigan","MI","26145","Saginaw",3725.91
"Michigan","MI","26147","St. Clair",3738.74
"Michigan","MI","26149","St. Joseph",3810.12
"Michigan","MI","26151","Sanilac",3721.5
"Michigan","MI","26153","Schoolcraft",3619.56
"Michigan","MI","26155","Shiawassee",3742.51
"Michigan","MI","26157","Tuscola",3717.9
"Michigan","MI","26159","Van Buren",3809.37
"Michigan","MI","26161","Washtenaw",3798.1
"Michigan","MI","26163","Wayne",3791.71
"Michigan","MI","26165","Wexford",3678.48
"Minnesota","MN","27001","Aitkin",3748.02
"Minnesota","MN","27003","Anoka",3853.81
"Minnesota","MN","27005","Becker",3770.05
"Minnesota","MN","27007","Beltrami",3657.74
"Minnesota","MN","27009","Benton",3835.33
"Minnesota","MN","27011","Big Stone",3920.69
"Minnesota","MN","27013","Blue Earth",3945.96
"Minnesota","MN","27015","Brown",3952.72
"Minnesota","MN","27017","Carlton",3737.43
"Minnesota","MN","27019","Carver",3895.93
"Minnesota","MN","27021","Cass",3732.38
"Minnesota","MN","27023","Chippewa",3924.21
"Minnesota","MN","27025","Chisago",3824.67
"Minnesota","MN","27027","Clay",3816.83
"Minnesota","MN","27029","Clearwater",3703.91
"Minnesota","MN","27031","Cook",3543.9
"Minnesota","MN","27033","Cottonwood",3969.02
"Minnesota","MN","27035","Crow Wing",3770.71
"Minnesota","MN","27037","Dakota",3874.39
"Minnesota","MN","27039","Dodge",3873.43
"Minnesota","MN","27041","Douglas",3845.17
"Minnesota","MN","27043","Faribault",3959.11
"Minnesota","MN","27045","Fillmore",3861.28
"Minnesota","MN","27047","Freeborn",3924.89
"Minnesota","MN","27049","Goodhue",3856.53
"Minnesota","MN","27051","Grant",3869.63
"Minnesota","MN","27053","Hennepin",3877.42
"Minnesota","MN","27055","Houston",3863.96
"Minnesota","MN","27057","Hubbard",3729.88
"Minnesota","MN","27059","Isanti",3833.85
"Minnesota","MN","27061","Itasca",3665.03
"Minnesota","MN","27063","Jackson",3986.22
"Minnesota","MN","27065","Kanabec",3802.7
"Minnesota","MN","27067","Kandiyohi",3896.31
"Minnesota","MN","27069","Kittson",3666.32
"Minnesota","MN","27071","Koochiching",3598.23
"Minnesota","MN","27073","Lac qui Parle",3944.03
"Minnesota","MN","27075","Lake",3598.69
"Minnesota","MN","27077","Lake of the Woods",3586.6
"Minnesota","MN","27079","Le Sueur",3915.73
"Minnesota","MN","27081","Lincoln",3967.75
"Minnesota","MN","27083","Lyon",3965.07
"Minnesota","MN","27085","McLeod",3904.74
"Minnesota","MN","27087","Mahnomen",3744.56
"Minnesota","MN","27089","Marshall",3683.81
"Minnesota","MN","27091","Martin",3976.11
"Minnesota","MN","27093","Meeker",3888.04
"Minnesota","MN","27095","Mille Lacs",3808.19
"Minnesota","MN","27097","Morrison",3814.04
"Minnesota","MN","27099","Mower",3884.72
"Minnesota","MN","27101","Murray",3978.26
"Minnesota","MN","27103","Nicollet",3934.39
"Minnesota","MN","27105","Nobles",3999.65
"Minnesota","MN","27107","Norman",3780.63
"Minnesota","MN","27109","Olmsted",3850.78
"Minnesota","MN","27111","Otter Tail",3817.11
"Minnesota","MN","27113","Pennington",3694.68
"Minnesota","MN","27115","Pine",3775.23
"Minnesota","MN","27117","Pipestone",3993.42
"Minnesota","MN","27119","Polk",3738.8
"Minnesota","MN","27121","Pope",3874.22
"Minnesota","MN","27123","Ramsey",3862.06
"Minnesota","MN","27125","Red Lake",3715.26
"Minnesota","MN","27127","Redwood",3954.89
"Minnesota","MN","27129","Renville",3926.56
"Minnesota","MN","27131","Rice",3893.35
"Minnesota","MN","27133","Rock",4021.75
"Minnesota","MN","27135","Roseau",3621.83
"Minnesota","MN","27137","St. Louis",3633.31
"Minnesota","MN","27139","Scott",3898.52
"Minnesota","MN","27141","Sherburne",3854.23
"Minnesota","MN","27143","Sibley",3919.88
"Minnesota","MN","27145","Stearns",3856.97
"Minnesota","MN","27147","Steele",3899.17
"Minnesota","MN","27149","Stevens",3895.03
"Minnesota","MN","27151","Swift",3908.78
"Minnesota","MN","27153","Todd",3820.59
"Minnesota","MN","27155","Traverse",3900.24
"Minnesota","MN","27157","Wabasha",3837.07
"Minnesota","MN","27159","Wadena",3780.2
"Minnesota","MN","27161","Waseca",3922.96
"Minnesota","MN","27163","Washington",3848.48
"Minnesota","MN","27165","Watonwan",3963.22
"Minnesota","MN","27167","Wilkin",3858.44
"Minnesota","MN","27169","Winona",3841.41
"Minnesota","MN","27171","Wright",3876.07
"Minnesota","MN","27173","Yellow Medicine",3951.93
"Mississippi","MS","28001","Adams",4544.26
"Mississippi","MS","28003","Alcorn",4443.74
"Mississippi","MS","28005","Amite",4519.54
"Mississippi","MS","28007","Attala",4541.26
"Mississippi","MS","28009","Benton",4479.34
"Mississippi","MS","28011","Bolivar",4569.65
"Mississippi","MS","28013","Calhoun",4517.99
"Mississippi","MS","28015","Carroll",4556.33
"Mississippi","MS","28017","Chickasaw",4496.93
"Mississippi","MS","28019","Choctaw",4516.93
"Mississippi","MS","28021","Claiborne",4568.51
"Mississippi","MS","28023","Clarke",4474.75
"Mississippi","MS","28025","Clay",4494.81
"Mississippi","MS","28027","Coahoma",4554.18
"Mississippi","MS","28029","Copiah",4558.77
"Mississippi","MS","28031","Covington",4512.99
"Mississippi","MS","28033","DeSoto",4517.25
"Mississippi","MS","28035","Forrest",4488.41
"Mississippi","MS","28037","Franklin",4537.3
"Mississippi","MS","28039","George",4464.27
"Mississippi","MS","28041","Greene",4465.45
"Mississippi","MS","28043","Grenada",4546.28
"Mississippi","MS","28045","Hancock",4504.34
"Mississippi","MS","28047","Harrison",4486.4
"Mississippi","MS","28049","Hinds",4579.22
"Mississippi","MS","28051","Holmes",4571.32
"Mississippi","MS","28053","Humphreys",4586.16
"Mississippi","MS","28055","Issaquena",4589.25
"Mississippi","MS","28057","Itawamba",4456.46
"Mississippi","MS","28059","Jackson",4471.12
"Mississippi","MS","28061","Jasper",4493.96
"Mississippi","MS","28063","Jefferson",4553.65
"Mississippi","MS","28065","Jefferson Davis",4524.1
"Mississippi","MS","28067","Jones",4491.2
"Mississippi","MS","28069","Kemper",4484.92
"Mississippi","MS","28071","Lafayette",4513.63
"Mississippi","MS","28073","Lamar",4498.75
"Mississippi","MS","28075","Lauderdale",4478.05
"Mississippi","MS","28077","Lawrence",4536.12
"Mississippi","MS","28079","Leake",4537.79
"Mississippi","MS","28081","Lee",4473.94
"Mississippi","MS","28083","Leflore",4572.2
"Mississippi","MS","28085","Lincoln",4536.77
"Mississippi","MS","28087","Lowndes",4482.57
"Mississippi","MS","28089","Madison",4573.31
"Mississippi","MS","28091","Marion",4514.66
"Mississippi","MS","28093","Marshall",4499.13
"Mississippi","MS","28095","Monroe",4475.27
"Mississippi","MS","28097","Montgomery",4539.42
"Mississippi","MS","28099","Neshoba",4505.79
"Mississippi","MS","28101","Newton",4500.88
"Mississippi","MS","28103","Noxubee",4488.78
"Mississippi","MS","28105","Oktibbeha",4500.32
"Mississippi","MS","28107","Panola",4534.7
"Mississippi","MS","28109","Pearl River",4500.78
"Mississippi","MS","28111","Perry",4476.54
"Mississippi","MS","28113","Pike",4520.65
"Mississippi","MS","28115","Pontotoc",4493.14
"Mississippi","MS","28117","Prentiss",4451.65
"Mississippi","MS","28119","Quitman",4550.6
"Mississippi","MS","28121","Rankin",4562.12
"Mississippi","MS","28123","Scott",4534.69
"Mississippi","MS","28125","Sharkey",4590.26
"Mississippi","MS","28127","Simpson",4544.96
"Mississippi","MS","28129","Smith",4522.19
"Mississippi","MS","28131","Stone",4479.89
"Mississippi","MS","28133","Sunflower",4575.06
"Mississippi","MS","28135","Tallahatchie",4556.56
"Mississippi","MS","28137","Tate",4524.51
"Mississippi","MS","28139","Tippah",4465.22
"Mississippi","MS","28141","Tishomingo",4429.4
"Mississippi","MS","28143","Tunica",4536.39
"Mississippi","MS","28145","Union",4483.36
"Mississippi","MS","28147","Walthall",4517.08
"Mississippi","MS","28149","Warren",4583.31
"Mississippi","MS","28151","Washington",4583.59
"Mississippi","MS","28153","Wayne",4471.11
"Mississippi","MS","28155","Webster",4517.9
"Mississippi","MS","28157","Wilkinson",4525.42
"Mississippi","MS","28159","Winston",4504.36
"Mississippi","MS","28161","Yalobusha",4534.57
"Mississippi","MS","28163","Yazoo",4585.57
"Missouri","MO","29001","Adair",4205.37
"Missouri","MO","29003","Andrew",4240.28
"Missouri","MO","29005","Atchison",4223.44
"Missouri","MO","29007","Audrain",4273.85
"Missouri","MO","29009","Barry",4400.66
"Missouri","MO","29011","Barton",4367.25
"Missouri","MO","29013","Bates",4333.43
"Missouri","MO","29015","Benton",4339.61
"Missouri","MO","29017","Bollinger",4336.84
"Missouri","MO","29019","Boone",4309.46
"Missouri","MO","29021","Buchanan",4260.8
"Missouri","MO","29023","Butler",4399.5
"Missouri","MO","29025","Caldwell",4261.03
"Missouri","MO","29027","Callaway",4306.85
"Missouri","MO","29029","Camden",4353.28
"Missouri","MO","29031","Cape Girardeau",4327.98
"Missouri","MO","29033","Carroll",4281.68
"Missouri","MO","29035","Carter",4382.96
"Missouri","MO","29037","Cass",4313.49
"Missouri","MO","29039","Cedar",4356.66
"Missouri","MO","29041","Chariton",4277.22
"Missouri","MO","29043","Christian",4382.75
"Missouri","MO","29045","Clark",4159.94
"Missouri","MO","29047","Clay",4281.04
"Missouri","MO","29049","Clinton",4261.61
"Missouri","MO","29051","Cole",4338.76
"Missouri","MO","29053","Cooper",4322.53
"Missouri","MO","29055","Crawford",4321.17
"Missouri","MO","29057","Dade",4366.48
"Missouri","MO","29059","Dallas",4357.1
"Missouri","MO","29061","Daviess",4241.19
"Missouri","MO","29063","DeKalb",4243.99
"Missouri","MO","29065","Dent",4341.6
"Missouri","MO","29067","Douglas",4387.82
"Missouri","MO","29069","Dunklin",4429.6
"Missouri","MO","29071","Franklin",4290.92
"Missouri","MO","29073","Gasconade",4309.1
"Missouri","MO","29075","Gentry",4223.54
"Missouri","MO","29077","Greene",4368.9
"Missouri","MO","29079","Grundy",4228.86
"Missouri","MO","29081","Harrison",4209.67
"Missouri","MO","29083","Henry",4332.44
"Missouri","MO","29085","Hickory",4350.03
"Missouri","MO","29087","Holt",4239.99
"Missouri","MO","29089","Howard",4304.23
"Missouri","MO","29091","Howell",4395.48
"Missouri","MO","29093","Iron",4324.87
"Missouri","MO","29095","Jackson",4296.93
"Missouri","MO","29097","Jasper",4382.77
"Missouri","MO","29099","Jefferson",4277.49
"Missouri","MO","29101","Johnson",4315.31
"Missouri","MO","29103","Knox",4201.97
"Missouri","MO","29105","Laclede",4357.88
"Missouri","MO","29107","Lafayette",4300.15
"Missouri","MO","29109","Lawrence",4377.55
"Missouri","MO","29111","Lewis",4192.05
"Missouri","MO","29113","Lincoln",4245.08
"Missouri","MO","29115","Linn",4246.19
"Missouri","MO","29117","Livingston",4256.45
"Missouri","MO","29119","McDonald",4419.18
"Missouri","MO","29121","Macon",4240.79
"Missouri","MO","29123","Madison",4326.96
"Missouri","MO","29125","Maries",4336.99
"Missouri","MO","29127","Marion",4217.08
"Missouri","MO","29129","Mercer",4201.15
"Missouri","MO","29131","Miller",4348.73
"Missouri","MO","29133","Mississippi",4363.83
"Missouri","MO","29135","Moniteau",4332.69
"Missouri","MO","29137","Monroe",4258.55
"Missouri","MO","29139","Montgomery",4277.1
"Missouri","MO","29141","Morgan",4337.6
"Missouri","MO","29143","New Madrid",4393.02
"Missouri","MO","29145","Newton",4397.77
"Missouri","MO","29147","Nodaway",4214.9
"Missouri","MO","29149","Oregon",4404.66
"Missouri","MO","29151","Osage",4326.54
"Missouri","MO","29153","Ozark",4409.36
"Missouri","MO","29155","Pemiscot",4426.82
"Missouri","MO","29157","Perry",4303.91
"Missouri","MO","29159","Pettis",4321.54
"Missouri","MO","29161","Phelps",4341.93
"Missouri","MO","29163","Pike",4234.12
"Missouri","MO","29165","Platte",4277.22
"Missouri","MO","29167","Polk",4358.79
"Missouri","MO","29169","Pulaski",4353.88
"Missouri","MO","29171","Putnam",4186.45
"Missouri","MO","29173","Ralls",4236.62
"Missouri","MO","29175","Randolph",4275.82
"Missouri","MO","29177","Ray",4281.32
"Missouri","MO","29179","Reynolds",4347.83
"Missouri","MO","29181","Ripley",4407.4
"Missouri","MO","29183","St. Charles",4250.7
"Missouri","MO","29185","St. Clair",4346.41
"Missouri","MO","29186","Ste. Genevieve",4293.85
"Missouri","MO","29187","St. Francois",4300.89
"Missouri","MO","29189","St. Louis",4249.44
"Missouri","MO","29195","Saline",4302.68
"Missouri","MO","29197","Schuyler",4175.84
"Missouri","MO","29199","Scotland",4168.93
"Missouri","MO","29201","Scott",4354.12
"Missouri","MO","29203","Shannon",4370.36
"Missouri","MO","29205","Shelby",4232.28
"Missouri","MO","29207","Stoddard",4379.08
"Missouri","MO","29209","Stone",4400.45
"Missouri","MO","29211","Sullivan",4213.46
"Missouri","MO","29213","Taney",4409.15
"Missouri","MO","29215","Texas",4363.47
"Missouri","MO","29217","Vernon",4353.21
"Missouri","MO","29219","Warren",4271.76
"Missouri","MO","29221","Washington",4303.72
"Missouri","MO","29223","Wayne",4364.66
"Missouri","MO","29225","Webster",4363.68
"Missouri","MO","29227","Worth",4202.48
"Missouri","MO","29229","Wright",4366.84
"Missouri","MO","29510","St. Louis",4244.61
"Montana","MT","30001","Beaverhead",3961.42
"Montana","MT","30003","Big Horn",4142.21
"Montana","MT","30005","Blaine",3839.62
"Montana","MT","30007","Broadwater",3979.72
"Montana","MT","30009","Carbon",4151.75
"Montana","MT","30011","Carter",4151.2
"Montana","MT","30013","Cascade",3959.89
"Montana","MT","30015","Chouteau",3939.57
"Montana","MT","30017","Custer",4104.27
"Montana","MT","30019","Daniels",3805.98
"Montana","MT","30021","Dawson",3999.59
"Montana","MT","30023","Deer Lodge",3846
"Montana","MT","30025","Fallon",4087.71
"Montana","MT","30027","Fergus",3912.36
"Montana","MT","30029","Flathead",3621.21
"Montana","MT","30031","Gallatin",4032.87
"Montana","MT","30033","Garfield",3957.77
"Montana","MT","30035","Glacier",3752.58
"Montana","MT","30037","Golden Valley",4005.92
"Montana","MT","30039","Granite",3793.38
"Montana","MT","30041","Hill",3886.37
"Montana","MT","30043","Jefferson",3931.46
"Montana","MT","30045","Judith Basin",3927.78
"Montana","MT","30047","Lake",3678.53
"Montana","MT","30049","Lewis and Clark",3865.21
"Montana","MT","30051","Liberty",3924.89
"Montana","MT","30053","Lincoln",3570.6
"Montana","MT","30055","McCone",3945.89
"Montana","MT","30057","Madison",4006.89
"Montana","MT","30059","Meagher",3950.78
"Montana","MT","30061","Mineral",3684.96
"Montana","MT","30063","Missoula",3723.19
"Montana","MT","30065","Musselshell",4017.65
"Montana","MT","30067","Park",4041.94
"Montana","MT","30069","Petroleum",3954.09
"Montana","MT","30071","Phillips",3846.39
"Montana","MT","30073","Pondera",3890.83
"Montana","MT","30075","Powder River",4158.63
"Montana","MT","30077","Powell",3810.5
"Montana","MT","30079","Prairie",4042.81
"Montana","MT","30081","Ravalli",3810.8
"Montana","MT","30083","Richland",3944.26
"Montana","MT","30085","Roosevelt",3879.01
"Montana","MT","30087","Rosebud",4075.04
"Montana","MT","30089","Sanders",3648.83
"Montana","MT","30091","Sheridan",3833.45
"Montana","MT","30093","Silver Bow",3898.36
"Montana","MT","30095","Stillwater",4092.67
"Montana","MT","30097","Sweet Grass",4046.49
"Montana","MT","30099","Teton",3888.78
"Montana","MT","30101","Toole",3920.75
"Montana","MT","30103","Treasure",4073.14
"Montana","MT","30105","Valley",3840.48
"Montana","MT","30107","Wheatland",3978.24
"Montana","MT","30109","Wibaux",4027.49
"Montana","MT","30111","Yellowstone",4103.06
"Nebraska","NE","31001","Adams",4451.58
"Nebraska","NE","31003","Antelope",4259.94
"Nebraska","NE","31005","Arthur",4407
"Nebraska","NE","31007","Banner",4434.4
"Nebraska","NE","31009","Blaine",4339.36
"Nebraska","NE","31011","Boone",4307.67
"Nebraska","NE","31013","Box Butte",4378.77
"Nebraska","NE","31015","Boyd",4220.69
"Nebraska","NE","31017","Brown",4287.4
"Nebraska","NE","31019","Buffalo",4444.92
"Nebraska","NE","31021","Burt",4157.63
"Nebraska","NE","31023","Butler",4273.16
"Nebraska","NE","31025","Cass",4219.63
"Nebraska","NE","31027","Cedar",4167.68
"Nebraska","NE","31029","Chase",4554.22
"Nebraska","NE","31031","Cherry",4304.04
"Nebraska","NE","31033","Cheyenne",4466.83
"Nebraska","NE","31035","Clay",4417.52
"Nebraska","NE","31037","Colfax",4242.58
"Nebraska","NE","31039","Cuming",4185.36
"Nebraska","NE","31041","Custer",4390.9
"Nebraska","NE","31043","Dakota",4132.9
"Nebraska","NE","31045","Dawes",4346.76
"Nebraska","NE","31047","Dawson",4459.9
"Nebraska","NE","31049","Deuel",4481.64
"Nebraska","NE","31051","Dixon",4145.76
"Nebraska","NE","31053","Dodge",4203.27
"Nebraska","NE","31055","Douglas",4191.66
"Nebraska","NE","31057","Dundy",4609.88
"Nebraska","NE","31059","Fillmore",4374.95
"Nebraska","NE","31061","Franklin",4515.53
"Nebraska","NE","31063","Frontier",4522.44
"Nebraska","NE","31065","Furnas",4564.2
"Nebraska","NE","31067","Gage",4304.39
"Nebraska","NE","31069","Garden",4423.66
"Nebraska","NE","31071","Garfield",4321.52
"Nebraska","NE","31073","Gosper",4510.08
"Nebraska","NE","31075","Grant",4370.42
"Nebraska","NE","31077","Greeley",4345.86
"Nebraska","NE","31079","Hall",4420.28
"Nebraska","NE","31081","Hamilton",4385.87
"Nebraska","NE","31083","Harlan",4541.33
"Nebraska","NE","31085","Hayes",4538.92
"Nebraska","NE","31087","Hitchcock",4598.48
"Nebraska","NE","31089","Holt",4260.3
"Nebraska","NE","31091","Hooker",4355.6
"Nebraska","NE","31093","Howard",4386.77
"Nebraska","NE","31095","Jefferson",4355.44
"Nebraska","NE","31097","Johnson",4262.53
"Nebraska","NE","31099","Kearney",4477.81
"Nebraska","NE","31101","Keith",4458.21
"Nebraska","NE","31103","Keya Paha",4246.25
"Nebraska","NE","31105","Kimball",4455.05
"Nebraska","NE","31107","Knox",4206.33
"Nebraska","NE","31109","Lancaster",4269.76
"Nebraska","NE","31111","Lincoln",4450.93
"Nebraska","NE","31113","Logan",4378.4
"Nebraska","NE","31115","Loup",4331.86
"Nebraska","NE","31117","McPherson",4389.56
"Nebraska","NE","31119","Madison",4257.92
"Nebraska","NE","31121","Merrick",4364.22
"Nebraska","NE","31123","Morrill",4427.75
"Nebraska","NE","31125","Nance",4337.55
"Nebraska","NE","31127","Nemaha",4241.67
"Nebraska","NE","31129","Nuckolls",4445.91
"Nebraska","NE","31131","Otoe",4238.9
"Nebraska","NE","31133","Pawnee",4276.01
"Nebraska","NE","31135","Perkins",4502.57
"Nebraska","NE","31137","Phelps",4496.04
"Nebraska","NE","31139","Pierce",4223.17
"Nebraska","NE","31141","Platte",4283.64
"Nebraska","NE","31143","Polk",4320.92
"Nebraska","NE","31145","Red Willow",4582.27
"Nebraska","NE","31147","Richardson",4252.57
"Nebraska","NE","31149","Rock",4278.58
"Nebraska","NE","31151","Saline",4330.25
"Nebraska","NE","31153","Sarpy",4203.51
"Nebraska","NE","31155","Saunders",4230.77
"Nebraska","NE","31157","Scotts Bluff",4425.84
"Nebraska","NE","31159","Seward",4303.39
"Nebraska","NE","31161","Sheridan",4341.64
"Nebraska","NE","31163","Sherman",4401.33
"Nebraska","NE","31165","Sioux",4363.66
"Nebraska","NE","31167","Stanton",4222.37
"Nebraska","NE","31169","Thayer",4402.08
"Nebraska","NE","31171","Thomas",4345.73
"Nebraska","NE","31173","Thurston",4145.34
"Nebraska","NE","31175","Valley",4362.11
"Nebraska","NE","31177","Washington",4175.73
"Nebraska","NE","31179","Wayne",4188.29
"Nebraska","NE","31181","Webster",4484.29
"Nebraska","NE","31183","Wheeler",4307.17
"Nebraska","NE","31185","York",4348.26
"Nevada","NV","32001","Churchill",4969.95
"Nevada","NV","32003","Clark",5565.84
"Nevada","NV","32005","Douglas",4988.3
"Nevada","NV","32007","Elko",4546.33
"Nevada","NV","32009","Esmeralda",5238.45
"Nevada","NV","32011","Eureka",4788.7
"Nevada","NV","32013","Humboldt",4656.78
"Nevada","NV","32015","Lander",4826.97
"Nevada","NV","32017","Lincoln",5260.88
"Nevada","NV","32019","Lyon",5025.05
"Nevada","NV","32021","Mineral",5080.85
"Nevada","NV","32023","Nye",5224.71
"Nevada","NV","32027","Pershing",4824.68
"Nevada","NV","32029","Storey",4967.17
"Nevada","NV","32031","Washoe",4821
"Nevada","NV","32033","White Pine",4848.54
"Nevada","NV","32510","Carson City",4974.46
"New Hampshire","NH","33001","Belknap",3864.69
"New Hampshire","NH","33003","Carroll",3841.15
"New Hampshire","NH","33005","Cheshire",3823.17
"New Hampshire","NH","33007","Coos",3751.84
"New Hampshire","NH","33009","Grafton",3796.81
"New Hampshire","NH","33011","Hillsborough",3869.44
"New Hampshire","NH","33013","Merrimack",3861.44
"New Hampshire","NH","33015","Rockingham",3903.32
"New Hampshire","NH","33017","Strafford",3893.39
